simpleview_listing_accountid,simpleview_listing_ACCTID,simpleview_listing_LONGITUDE,simpleview_listing_CITY,simpleview_listing_LISTINGKEYWORDS,simpleview_listing_ALTPHONE,simpleview_listing_TOLLFREE,simpleview_listing_SOCIALMEDIA,simpleview_listing_FAX,simpleview_listing_EMAIL,simpleview_listing_ADDR3,simpleview_listing_ZIP,simpleview_listing_ADDR1,simpleview_listing_PHONE,simpleview_listing_ADDR2,simpleview_listing_LATITUDE,simpleview_listing_WEBURL,simpleview_listing_LOGOFILE,simpleview_listing_STATE,simpleview_listing_LISTINGID,Listing Category one,Listing Region,Listing Amenity,ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image ID,Listing Category Two
107,174,-91.3959849000,Natchez,,,,,,tabsold@aol.com,,39120,1 Cemetery Road,(601) 445-2304,,31.5731569,http://www.weymouthhall.com/,,MS,107,STAY>Bed &amp; Breakfasts,,Breakfast Included|Credit Cards Accepted|Historic Property|Internet Access|Laundry Facility Available|Outdoor Pool|Pets Allowed (under 25lbs)|Private Bath|River Views,1085,Weymouth Hall,"This bed and breakfast experience is one of the best you can have in Natchez. This grand, Greek Revival house rests on the highest peak of the Natchez, revealing breathtaking views of the Mighty Mississippi. Park yourself on the front lawn in an Adirondack chair, grab a good book or just watch the river roll by. The rooms are all comfortably furnished as one travel writer even wrote, ""the quiet was so soundless, that I enjoyed a deeper slumber than I knew I needed."" This majestic home is located just a couple of minutes from downtown, but once you get there, you may not want to venture out anywhere else.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/weymouth-hall/,1086,
110,372,-91.4114947000,Natchez,,,,,,,,39120,218 John R. Junkin Drive,(601) 442-0221,,31.5513389,,,MS,110,STAY>Hotels &amp; Motels,,Coffee Maker|Credit Cards Accepted|Microwave|Off Street Parking|Pets Allowed (under 25lbs),1087,Deluxe Inn,Deluxe Inn is a reasonably priced hotel and located less than five minutes from downtown. The rooms are comfortable and you'll be well taken care of by their friendly staff.,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/deluxe-inn/,1088,
111,75,-91.3903713226,Natchez,,,,,(601) 442-9449,,,39120,43 Seargent Prentiss Drive,(601) 442-1691,,31.52567214,,,MS,111,STAY>Hotels &amp; Motels,,Breakfast Included|Business Center|Coffee Maker|Credit Cards Accepted|Hair Dryer|Internet Access|Iron &amp; Board|Laundry Facility Available|Microwave|Off Street Parking|Pets Allowed (under 25lbs)|Refrigerator,1089,Excellent Inn & Suites,"The Excellent Inn & Suites is located right in town on Hwy 61 S near the Natchez Regional Medical Center. There are a variety of chains restaurants, fast food and grocery stores near by. The Excellent Inn has 70 rooms, free high speed internet access, plus HBO & Cinemax. They also offer a free full breakfast everyday. A refrigerator, microwave, coffee maker & ironing board are available in each room.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/excellent-inn-suites/,1090,
112,94,-91.4164828000,Natchez,,,(888) 946-4727,,,vuereservations@hotelvuenatchez.com,,39120,130 John R. Junkin Drive,(601) 442-9976,,31.5529096,http://www.hotelvuenatchez.com,,MS,112,STAY>Hotels &amp; Motels,Near Downtown,Breakfast Included|Business Center|Coffee Maker|Credit Cards Accepted|Fitness Center|Free Parking Lot Available|Hair Dryer|Hot Tub|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Meeting Space Available|Microwave|Off Street Parking|Outdoor Pool|Refrigerator|Restaurant|River Views|Rooms with River Views Available,1091,Hotel VUE,"Rest Where the River Bends. Come perch with us on the bluff of the Mississippi River. At Hotel VUE, you can rest assured you'll receive comfort, amenities, and charm. Hotel VUE's history lends itself to a perfect dose of Southern hospitality while its modern vibe ushers guests into the “new” Natchez. At Hotel VUE, you can enjoy majestic river views, cocktails as strong as our accents, and a piping hot breakfast served with a side of Mississippi warmth.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/hotel-vue/,1092,
114,376,-91.4031710000,Natchez,,,(800) 224-8704,,(601) 304-9981,gm.ms089@choicehotels.com,,39120,337 D'Evereux Drive,(601) 446-5500,,31.5604442,https://www.choicehotels.com/mississippi/natchez/rodeway-inn-hotels,,MS,114,STAY>Hotels &amp; Motels,,Breakfast Included|Coffee Maker|Credit Cards Accepted|Hair Dryer|Internet Access|Iron &amp; Board|Microwave|Off Street Parking|Outdoor Pool|Refrigerator,1093,Rodeway Inn,"The Rodeway Inn has 50 rooms, free high speed internet access, plus HBO and Cinemax. They also offer a free deluxe continental breakfast everyday! A refrigerator, microwave and coffee maker are available in each room.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/rodeway-inn/,1094,
115,377,-91.4031710000,Natchez,,,(800) 251-1962,,,econonatchez@yahoo.com,,39120,271 D'Evereux Drive,(601) 442-3686,,31.5604442,,,MS,115,STAY>Hotels &amp; Motels,,Breakfast Included|Business Center|Coffee Maker|Credit Cards Accepted|Hair Dryer|Internet Access|Iron &amp; Board|Microwave|Off Street Parking|Pets Allowed (under 25lbs)|Refrigerator,1095,Red Carpet Inn,"The Red Carpet Inn has 89 rooms, all including a refrigerator, microwave, coffee maker and USA Today. They also have a free hot breakfast and high speed internet. Red Carpet Inn is also a pet-friendly hotel.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/red-carpet-inn/,1096,
144,205,-91.3737124000,Natchez,,,,,,sissyeidt@bellsouth.net,,39120,110 Laurel Avenue,(601) 442-1030,,31.5459026,,,MS,144,WEDDINGS>Cakes &amp; Caterers,,,1097,Sissy's Everything Fancy Catering,"Sissy Eidt is one of the finest chefs around Natchez, and can prepare just about any type of delicious food for a variety of occasions. She uses only the freshest ingredients and creates a fabulous display of the end result. From chicken wings to stuffed pastas, Sissy can accommodate any taste for any occasion.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/sissys-everything-fancy-catering/,1098,
157,218,-91.3999307000,Natchez,,,(800) 473-4321,,,,,39120,629 Franklin Street,(601) 442-4321,,31.55936,http://www.moretonsflowerland.com,,MS,157,WEDDINGS>Florists,Downtown,,1099,Moreton's Flowerland,"Moreton's is often recommended by reception venue operators to brides getting married in Natchez, as it is considered by many locals to the best floral shop in Natchez. Brenda Zerby has over 40 years of experience in floral design and works closely with the couple to determine what flowers best coordinate with their personalities and desired wedding setting. Make an appointment to meet with Brenda and her staff for your special day; it will surely make it more special than you imagined.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/moretons-flowerland/,1100,
159,220,-91.4033518000,Natchez,,,(800) 628-7224,,(601) 442-4878,,,39120,387 John R. Junkin Drive,(601) 442-7224,,31.5431709,http://www.theflowerstationms.com/,,MS,159,WEDDINGS>Florists,,,1101,"Flower Station, The","The Flower Station adds to the nice selection of flower shops available in Natchez, whether you are in need of flowers for your wedding or a place to stop in and send flowers should you be traveling on a holiday. They have a great selection and their arrangement skills are second to none.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/flower-station-the/,1102,
162,223,-91.3767866000,Natchez,,,,,,,,39120,176 Seargent S. Prentiss Drive,(601) 446-6086,,31.5413119,,,MS,162,WEDDINGS>Florists,,,1103,"""O"" So Pretty Flowers and Gifts","""O"" So Pretty Flowers and Gifts is conveniently located next door to Randall's formal wear, so you can dual task and order flowers and tuxedos for your special day. Make and appointment to view their portfolio of beautiful arrangements, then head over to Randall's and get your husband-to-be and his groomsmen set up too.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/o-so-pretty-flowers-and-gifts/,1104,
165,225,-91.4031710000,Natchez,,,,,,,,39120,487 John R. Junkin Drive,(601) 446-8889,,31.5604442,,,MS,165,WEDDINGS>Rental Companies,,,1105,King of Hearts,"Make sure your groom's tuxedo is almost as stunning as your wedding gown. Designer labels like Bill Blass, Victor Hugo, Versace', and more are available to make sure your future husband looks so handsome that your heart skips a beat when you see him at the altar.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/king-of-hearts/,1106,
171,230,-91.3862637000,Natchez,,,,,,,,39120,166 E. Franklin Street,(601) 442-7271,,31.5549573,,,MS,171,WEDDINGS>Spas &amp; Salons,,,1107,Laird's Barber & Style Shop,"The Laird Family has been styling the heads of many Natchez families for years, so should you choose Laird's to perfect your look on your wedding day, you'll know you're in trusted hands. The salon is located just on the edge of the downtown area, so stop by for a consultation as you plan your destination wedding in Natchez.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/lairds-barber-style-shop/,1108,
172,231,-91.4018170000,Natchez,"wedding, weddings, hair, bridal, bride, salon",,,,,,,39120,102 Homochitto Street,(601) 445-7300,,31.554576,,,MS,172,WEDDINGS>Spas &amp; Salons,,,1109,Mane Event,"The Mane Event has a host of stylist that could probably prepare your entire wedding party in one sitting if necessary. It is located close to some of Natchez best destination wedding locale's, so you won't have to travel far with your final look if you're having your nuptials said nearby. Give them a call for consultation for your most precious day.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/mane-event/,1110,
174,93,-91.3998985291,Natchez,,,,,(601) 446-8554,,,39120,84 Homochitto Street,(601) 897-6300,,31.5496481,https://www.dunleithhistoricinn.com/,,MS,174,MEETINGS>Venues,,Breakfast Included|Business Center|Children Under 14|Coffee Maker|Credit Cards Accepted|Crib Available|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Long Term Stay Available|Meeting Space Available|Off Street Parking|Outdoor Pool|Private Bath|Refrigerator|Restaurant|Wireless Internet in Room,1111,Dunleith Historic Inn,"Dunleith is one of the South's premier all-inclusive wedding destinations. With 26 guest rooms, complete catering services, florist, professional wedding consultants, a pool, and a full-service, on-site restaurant and pub, we are no ordinary venue.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/dunleith-historic-inn/,1112,
175,197,-91.3855648041,Natchez,,,,,,lambert_carrie@yahoo.com,,39120,1358 John A. Quitman Boulevard,(601) 442-5852,,31.55323207,http://www.monmouthhistoricinn.com/,,MS,175,MEETINGS>Venues,Near Downtown,Breakfast Included|Business Center|Credit Cards Accepted|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Long Term Stay Available|Meeting Space Available|Off Street Parking|Outdoor Dining Available|Private Bath|Restaurant|Wireless Internet in Room,1113,Monmouth Historic Inn,"One of the premier wedding venues in Natchez is Monmouth Historic Inn, a Four Diamond Small Inn of the World. The staff is exceptional and will make planning your wedding one of the easiest tasks you'll ever undertake. They cater all of their own events, and keep the rear courtyard covered with a see-through tent, simply because they stay booked for weddings almost year round. If you've always imagined having an old-fashioned, deep-South style wedding, Monmouth is just the place to consider.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/monmouth-historic-inn-2/,1114,
178,262,-91.4056495000,Natchez,,,,,,RosalieMansion1@gmail.com,,39120,100 Orleans Street,(601) 446-5676,,31.5575957,http://www.rosaliemansion.com/,,MS,178,MEETINGS>Venues,,,1115,Rosalie,"Rosalie is nestled atop the bluff overlooking the Mississippi River to the north. The garden area to the east of the house sets up perfectly for a tented reception area. Most brides choose to make their vows on either the front steps or the veranda, while guests enjoy the ceremony from the front lawn, where chairs are placed on either side of a wide walkway.
Picture yourself in a horse-drawn carriage arriving at the front gate and walking down a unique isle toward your future. Rosalie is located within walking distance of four area hotels, so during pleasant weather your guests can casually stroll from their accommodations should they so choose. Be sure to do a site visit at Rosalie when you begin formulating your Natchez wedding plans.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/rosalie/,1116,
179,261,-91.3992303000,Natchez,,,,,,,,39120,140 Lower Woodville Road,(601) 442-5193,,31.5361872,http://www.natchezpilgrimage.com/dailytour.htm,,MS,179,MEETINGS>Venues,Near Downtown,,1117,Longwood,"Dr. Haller Nutt, 19th century visionary and builder of historic Longwood, probably dreamt that one day he'd see his daughters marry on the steps of their majestic home. Although that never became a reality for Dr. Nutt and his wife, Julia, isn't to say that it can't become a reality for you. If you're looking for a unique wedding location unlike any other in the world, Longwood is exactly what you're looking for. The house and grounds make for a truly majestic setting, and your wedding will be talked about for generations to come. To make an appointment to see Longwood and discuss pricing, setup details, etc., please contact Longwood at the number above. You'll be glad you did, and your friends will be pea green with envy.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/longwood/,1118,
187,242,-91.3994485000,Natchez,,,,,,Richard@lowerlodgeantiques.com,,39120,712 Franklin Street,(601) 442-2617,,31.5589402,http://www.lowerlodgeantiques.com/,,MS,187,SHOP>Specialty,Downtown,,1119,Lower Lodge Antiques,"Many of the antiques at Lower Lodge are one-of-a-kind and hail from an array of European artisans. Add a visit to Antiques Row to your itinerary during your stay in Natchez, and be sure that Lower Lodge is on your list as a stop. You'll spend a good hour just browsing and chatting with the owner and staff.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/lower-lodge-antiques/,1120,
194,383,-91.4008209000,Natchez,,,,,,stonegallery@bellsouth.net,,39120,804 Washington Street,(601) 897-0315,,31.554973,http://www.stonegallery.info/,,MS,194,SHOP>The Arts,Downtown,,1121,Stone Gallery,"Make an appointment with J. Stone to get lost in history with rare, early and antique maps, books and prints, all located inside the J.N. Stone House Musicale B&B. Joseph Stone also provides engraved and lithographed maps, botanicals and wildlife prints, historical documents, 16th, 17th 18th & 19th Century items, as well as George Ohr Pottery, Native American Pottery and Navajo weavings.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/stone-gallery/,1122,
